location,hospitality,facilities,cleanliness,value for Money,food,price,overallrating
4.7,3.9,4.2,4.5,4.2,3.9,2000,4.2
4.2,4,4,4.4,4,3.6,900,4.2
4.5,3.9,4,3.9,4,3.7,1700,4
4.4,3.6,3.7,4,3.7,3.8,1250,3.9
3.9,3.9,3.8,3.8,3.9,,1200,3.9
4.5,3.4,3.7,3.7,3.6,4.1,2000,3.7
4.8,3.9,4.2,4,4.2,4,2500,4.2
4,4,4.4,4.2,4.4,3.9,1500,4.2
4.4,3.7,4.1,3.9,4,3.8,1900,3.9
4.4,3.9,4.6,4.1,4.6,4.1,2600,4.2
3.6,4,4,4.1,3.9,3.6,1500,3.9
4.2,3.6,3.9,4,3.9,4,600,4
4.1,3.8,4,4.2,4,4,2200,4
4.2,3.6,4,4.1,3.9,2.9,1000,3.9
4.2,3.8,3.8,4.1,3.8,3.5,862,4
4.5,4.3,4.3,4.5,4.3,4.3,2100,4.4
4.7,3.8,4.1,3.9,4.1,3.8,1100,4
4.5,3.6,3.9,4.2,3.9,3.5,1500,4
4,3.9,4.1,4.4,4,4.2,1450,4.1
4.7,4,4,4.4,4,4.1,1000,4.3
4,3,4,4,4,4,800,3.8
4.6,4.1,4.4,4.4,4.4,3.6,2300,4.3
3.5,2.5,2,2.5,2,3.5,1000,2.5
4.8,4,4,4.1,4,3.6,1150,4.1
4.4,3.3,3.7,3.7,3.7,3,1100,3.7
3.7,3.4,3.8,3.7,3.8,4,600,3.7
4.2,3.6,3.8,3.6,3.8,2,1300,3.8
4.3,3.6,3.8,3.9,3.8,3.8,1200,3.8
4.3,4,4.2,4.2,4.2,3.8,2400,4.2
3.9,3.2,3.6,3.5,3.6,3,700,3.4
4,3.6,3.2,3.7,3.8,2.5,1000,3.8
4.2,4.3,4.6,4.5,4.3,4.3,2000,4.3
4.1,4.1,4.2,4.3,4.2,4.2,1000,4.2
4.2,4,4.2,4.2,4.2,4,1500,4.2
5,4.6,4.8,4.8,4.8,4.7,2300,4.8
4.5,4.1,4.4,4.4,4.3,4.3,1700,4.3
4.7,4.5,4.6,4.7,4.6,4.3,2000,4.6
4.6,4.1,4.4,4.3,4.4,4.5,800,4.3
4.2,4.2,4.4,4.4,4.2,4,3000,4.2
4.4,3.8,4.5,4.3,4.3,3.8,1700,4.1
4.4,4.1,4.2,4.2,4.2,4.1,1500,4.2
4.7,4.2,4.3,4.1,4.3,4.1,1300,4.4
4.5,4.5,4.5,4.9,4.5,5,2600,4.6
4.5,4.1,4.1,4.1,4.1,4.1,2500,4.2
4.4,3.9,4,4.2,4,4,1600,4.1
4.6,3.9,4.1,4.1,4.1,4,2000,4.1
4.6,4.6,4.6,4.6,4.6,4.6,2400,4.6
4,3.7,4,4.2,4,3.7,1500,4
4.6,4.3,4.5,4.8,4.5,4.3,4000,4.4
3.5,4.3,4.3,4.3,4.3,3.7,5000,4
4.2,3.7,3.9,4,3.9,3.8,2400,4
4.5,3.8,4.2,4,4.2,4.3,3500,4.1
4.2,3.4,3.7,4.1,3.7,3.4,2000,3.8
3.9,3.4,3.4,3.2,3.4,3.5,1500,3.4
4.7,4.2,4.4,4.4,4.2,4.2,2500,4.3
4.5,4.3,4.4,4.4,4.4,4.2,3200,4.3
4.5,4,4.1,4.1,4.1,4.1,2000,4.1
3.8,3.9,3.9,4.1,3.9,4.1,1700,4
4.3,3.7,3.6,4.1,4.3,2.6,1000,3.9
4.6,3.9,4,4.4,4,4.2,2400,4.2
4.1,3.8,3.9,4.2,3.9,3.8,1200,4
4.3,4.6,4.6,4.7,4.6,4.6,2300,4.6
4.4,4.4,4.4,4.5,4.4,4.2,3500,4.4
4.4,4.4,4.4,4.5,4.4,4.4,2000,4.4
4.5,4.1,4.3,4.4,4.3,4.3,2000,4.3
4.5,4.4,4.5,4.5,4.4,4.6,3600,4.5
4.5,4.3,4.3,4.5,4.3,4.4,2300,4.4
4.6,4,4.3,4.4,4.3,4.3,1300,4.3
4.5,4.1,4.2,4.4,4.2,4.4,1600,4.3
4.2,4.3,4.4,4.5,4.4,4.5,900,4.4
4.1,3.9,3.8,4.1,3.8,4.4,1200,4.1
3.8,4.1,4.2,4.4,4.2,3.6,1500,4.2
4.1,4,4.2,4.5,4.2,3.7,2100,4.2
3.8,4.1,4.2,4.4,4.2,4.4,900,4.2
4.3,3.6,3.6,4,3.6,3.7,1500,3.9
4.3,3.9,4,4.1,4,3.7,2700,4.1
4.5,3.6,3.8,4.1,3.8,3.2,1000,3.9
4,4.2,4.2,4.6,4.2,3.9,1500,4
4.5,3.9,4,4.3,4,4.2,1100,4.2
4.6,4.2,4.2,4.5,4.2,4.3,1600,4.4
4.1,3.8,4,4.1,4,3.6,2000,4
4.2,3.8,4,4.1,3.9,3.8,1000,4
4.6,4,4,4.3,4,4.1,2100,4.2
4.2,3.9,3.9,4,3.9,4.1,1000,4
4.5,3.9,4,4,4,4,800,4.1
3.5,3.8,3.9,3.7,3.9,3.2,1000,3.9
4.4,3.9,4,4,3.9,3.9,1000,4
4.7,4.2,4.6,4.5,4.6,4.6,1500,4.5
4,4.5,4,4.2,4,4,700,4.2
4.2,4.1,4.2,4.4,4.2,4.4,1600,4.3
3.3,3.4,3.7,4.4,3.7,4,600,3.8
4.2,3.8,4.1,4.1,4,4.3,1400,4.2
4.2,3.9,3.7,3.8,3.7,3.7,1500,4
4.2,4,4.1,4.1,4.2,4.1,1250,4.1
4.1,3.6,3.9,3.9,3.9,3.4,900,3.9
4,3.3,3.2,3.2,2.7,3.6,750,3.4
3,3,2.6,2.9,2.9,2.6,500,3.5
4.1,4.1,4.2,4.4,4.2,4.1,2300,4.2
3.9,3.6,3.7,3.8,3.7,3.9,1000,3.7
3.6,3.5,3.6,3.6,3.6,3.5,600,3.6
4,3.4,3.7,3.8,3.7,3.5,1000,3.7
4.3,3.8,4.1,4.1,4.1,3.7,700,4.1
4,3.1,3.6,3,3.6,3,800,3.6
4.4,3.9,3.7,3.7,4.1,3.7,1750,4.1
4.4,3.7,3.8,4.3,3.8,3.9,3300,4
4.3,3.5,3.8,3.7,3.7,3.7,2400,3.8
4.3,4,4.2,4.3,4.2,4.2,3000,4.2
4.3,3.9,4.2,4.1,4.2,3.6,1500,4.1
4.2,4.2,4,4.2,4,4,1200,4.2
4,3.9,4.1,4.1,4.1,4.3,1800,4.1
4.1,3.5,3.7,4.1,3.7,3.6,1700,3.8
4.4,3.2,3.6,3.5,3.6,3.5,1800,3.6
4.1,3.8,3.9,4.1,3.8,4.4,4000,4
4.1,2.9,3.2,3.1,3.2,3.3,2000,3.3
4.7,3.9,3.7,4.1,3.7,4.1,3300,4
4.7,4.5,4.4,4.6,4.6,4.4,3000,4.6
4.6,4.4,4.4,4.6,4.4,4.4,2700,4.5
4.5,4.1,4.3,4.4,4.3,4.2,2300,4.3
4.6,4.5,4.4,4.7,4.4,4.7,2500,4.5
4.5,4.5,4.6,4.7,4.6,4.2,3200,4.6
4.4,4.1,4.3,4.6,4.1,4,1500,4.2
4.3,3.7,3.9,4.1,3.9,4.2,1700,4
4.6,3.8,3.7,3.9,3.7,3.8,600,4
4.4,3.6,3.8,4,3.8,3.8,4000,3.8
4.1,3.7,3.8,3.9,3.8,3.7,1000,3.9
4.3,3.9,4,4.1,4,4.1,2000,4
3.9,3.6,3.5,4,4.1,3,1000,3.9
4.2,3.9,4.1,3.9,4.1,4.1,700,4.1
4.3,3.9,3.9,4.1,3.9,3.9,2100,4
3.9,4.3,4.3,4.7,4.3,4.4,1300,4.3
4.6,3.8,4,3.9,4,3.6,1600,4
